task_id,task_name,base_index,repeat_index,repeat_total,gpu_id,return_code,elapsed_sec,started_at,dry_run,log_path,command
18,cable_promptad,3,3,5,3,0,156.357,2026-03-29 10:56:07,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0018.log,python train_hybrid.py --data_name cable --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
19,cable_promptad,3,4,5,1,0,210.234,2026-03-29 10:57:33,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0019.log,python train_hybrid.py --data_name cable --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
20,cable_promptad,3,5,5,2,0,149.157,2026-03-29 10:57:44,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0020.log,python train_hybrid.py --data_name cable --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
21,cable_winclip,4,1,5,0,0,170.471,2026-03-29 10:58:39,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0021.log,python train_hybrid.py --data_name cable --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
22,cable_winclip,4,2,5,3,0,174.991,2026-03-29 10:58:43,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0022.log,python train_hybrid.py --data_name cable --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
23,cable_winclip,4,3,5,2,0,235.134,2026-03-29 11:00:13,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0023.log,python train_hybrid.py --data_name cable --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
24,cable_winclip,4,4,5,1,0,176.195,2026-03-29 11:01:04,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0024.log,python train_hybrid.py --data_name cable --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
25,cable_winclip,4,5,5,0,0,191.874,2026-03-29 11:01:29,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0025.log,python train_hybrid.py --data_name cable --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
26,capsule_promptad,5,1,5,3,0,106.495,2026-03-29 11:01:38,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0026.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
27,capsule_promptad,5,2,5,3,0,102.456,2026-03-29 11:03:25,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0027.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
28,capsule_promptad,5,3,5,1,0,127.456,2026-03-29 11:04:00,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0028.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
29,capsule_promptad,5,4,5,2,0,104.629,2026-03-29 11:04:08,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0029.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
30,capsule_promptad,5,5,5,0,0,101.692,2026-03-29 11:04:41,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0030.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
31,capsule_winclip,6,1,10,3,0,104.361,2026-03-29 11:05:07,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0031.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
32,capsule_winclip,6,2,10,2,0,121.306,2026-03-29 11:05:53,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0032.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
33,capsule_winclip,6,3,10,1,0,105.819,2026-03-29 11:06:07,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0033.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
34,capsule_winclip,6,4,10,0,0,121.039,2026-03-29 11:06:23,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0034.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
35,capsule_winclip,6,5,10,3,0,112.497,2026-03-29 11:06:51,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0035.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
36,capsule_winclip,6,6,10,1,0,117.644,2026-03-29 11:07:53,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0036.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
37,capsule_winclip,6,7,10,2,0,110.237,2026-03-29 11:07:54,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0037.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
38,capsule_winclip,6,8,10,0,0,119.882,2026-03-29 11:08:24,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0038.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
39,capsule_winclip,6,9,10,3,0,111.207,2026-03-29 11:08:44,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0039.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
40,capsule_winclip,6,10,10,2,0,107.206,2026-03-29 11:09:44,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0040.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
41,capsule_promptad,7,1,5,1,0,121.801,2026-03-29 11:09:51,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0041.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
42,capsule_promptad,7,2,5,0,0,124.798,2026-03-29 11:10:24,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0042.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
43,capsule_promptad,7,3,5,3,0,122.418,2026-03-29 11:10:35,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0043.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
44,capsule_promptad,7,4,5,2,0,124.133,2026-03-29 11:11:31,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0044.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
45,capsule_promptad,7,5,5,1,0,126.422,2026-03-29 11:11:53,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0045.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
46,capsule_winclip,8,1,5,0,0,114.663,2026-03-29 11:12:28,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0046.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
47,capsule_winclip,8,2,5,3,0,115.749,2026-03-29 11:12:38,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0047.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
48,capsule_winclip,8,3,5,2,0,113.864,2026-03-29 11:13:36,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0048.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
49,capsule_winclip,8,4,5,1,0,109.427,2026-03-29 11:13:59,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0049.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
50,capsule_winclip,8,5,5,0,0,115.51,2026-03-29 11:14:23,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0050.log,python train_hybrid.py --data_name capsule --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
51,transistor_promptad,9,1,5,3,0,122.373,2026-03-29 11:14:33,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0051.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
52,transistor_promptad,9,2,5,2,0,122.707,2026-03-29 11:15:29,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0052.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
53,transistor_promptad,9,3,5,1,0,130.256,2026-03-29 11:15:48,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0053.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
54,transistor_promptad,9,4,5,0,0,159.806,2026-03-29 11:16:18,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0054.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
55,transistor_promptad,9,5,5,3,0,163.065,2026-03-29 11:16:36,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0055.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
56,transistor_winclip,10,1,5,2,0,147.831,2026-03-29 11:17:32,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0056.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
57,transistor_winclip,10,2,5,1,0,163.098,2026-03-29 11:17:59,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0057.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
58,transistor_winclip,10,3,5,0,0,189.158,2026-03-29 11:18:58,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0058.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
59,transistor_winclip,10,4,5,3,0,189.893,2026-03-29 11:19:19,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0059.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
60,transistor_winclip,10,5,5,2,0,148.659,2026-03-29 11:20:00,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0060.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
61,transistor_promptad,11,1,5,1,0,138.428,2026-03-29 11:20:42,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0061.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
62,transistor_promptad,11,2,5,0,0,188.419,2026-03-29 11:22:07,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0062.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
63,transistor_promptad,11,3,5,2,0,141.822,2026-03-29 11:22:29,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0063.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
64,transistor_promptad,11,4,5,3,0,132.037,2026-03-29 11:22:29,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0064.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
65,transistor_promptad,11,5,5,1,0,135.137,2026-03-29 11:23:00,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0065.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
66,transistor_winclip,12,1,5,3,0,154.111,2026-03-29 11:24:41,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0066.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
67,transistor_winclip,12,2,5,2,0,137.112,2026-03-29 11:24:50,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0067.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
68,transistor_winclip,12,3,5,1,0,145.066,2026-03-29 11:25:15,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0068.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
69,transistor_winclip,12,4,5,0,0,141.757,2026-03-29 11:25:16,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0069.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
70,transistor_winclip,12,5,5,2,0,194.302,2026-03-29 11:27:08,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0070.log,python train_hybrid.py --data_name transistor --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
71,pcb1_promptad,13,1,5,3,0,156.266,2026-03-29 11:27:15,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0071.log,python train_hybrid.py --data_name pcb1 --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
72,pcb1_promptad,13,2,5,0,0,234.626,2026-03-29 11:27:38,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0072.log,python train_hybrid.py --data_name pcb1 --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
73,pcb1_promptad,13,3,5,1,0,235.485,2026-03-29 11:27:40,0,logs/multi_gpu_work_queue/20260329_104315/gpu_1/task_0073.log,python train_hybrid.py --data_name pcb1 --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
74,pcb1_promptad,13,4,5,3,0,222.957,2026-03-29 11:29:51,0,logs/multi_gpu_work_queue/20260329_104315/gpu_3/task_0074.log,python train_hybrid.py --data_name pcb1 --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
75,pcb1_promptad,13,5,5,2,0,223.454,2026-03-29 11:30:22,0,logs/multi_gpu_work_queue/20260329_104315/gpu_2/task_0075.log,python train_hybrid.py --data_name pcb1 --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
76,pcb1_winclip,14,1,5,0,0,335.454,2026-03-29 11:31:32,0,logs/multi_gpu_work_queue/20260329_104315/gpu_0/task_0076.log,python train_hybrid.py --data_name pcb1 --mask True --text True --double_encoder True --few_shot True --shot 1 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
