timestamp,data_name,tag,model_name,pretrained_name,seed,mask,text,double_encoder,few_shot,shot,hybrid_model,hybrid_weight,beta_mask,beta_text,pos_rule_type,neg_rule_type,num_negative,best_la_auc,best_la_aupc,best_la_f1,hybrid_only_la_auc,hybrid_only_la_auprc,hybrid_only_la_f1,epochs_target,epochs_executed,early_stop_k,early_stopped,train_seconds
2026-06-18 19:18:59,pushpins,posrobust5,ViT-B-32,laion2b_s34b_b79k,7,1,1,1,1,5,none,0.3,0.5,0.5,paraphrase,original,5,0.7452619843924192,0.8082311849017492,0.7963525835866262,,,,100,23,10,1,34.789268493652344
2026-06-18 19:19:22,pushpins,posrobust5,ViT-B-32,laion2b_s34b_b79k,42,1,1,1,1,5,none,0.3,0.5,0.5,paraphrase,original,5,0.6266125179168657,0.7131468628430278,0.7787610619469028,,,,100,28,10,1,38.2297842502594
2026-06-18 19:20:07,pushpins,posrobust5,ViT-B-32,laion2b_s34b_b79k,123,1,1,1,1,5,none,0.3,0.5,0.5,paraphrase,original,5,0.6966077400860009,0.7692581653787293,0.7758620689655172,,,,100,22,10,1,31.03835391998291
2026-06-18 19:20:24,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,7,1,1,1,1,5,none,0.3,0.5,0.5,original,original,5,0.6188225439751107,0.5842554663216772,0.6506666666666667,,,,100,17,10,1,32.699711084365845
2026-06-18 19:20:42,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,0,1,1,1,1,5,none,0.3,0.5,0.5,original,original,5,0.5923477324398708,0.5759222683168587,0.6472148541114058,,,,100,32,10,1,57.58828830718994
2026-06-18 19:21:06,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,42,1,1,1,1,5,none,0.3,0.5,0.5,original,original,5,0.6330022735431375,0.6369002317710187,0.6551724137931034,,,,100,29,10,1,50.49235463142395
2026-06-18 19:21:49,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,123,1,1,1,1,5,none,0.3,0.5,0.5,original,original,5,0.6246260619839655,0.6073052665561868,0.6584615384615385,,,,100,28,10,1,49.582712173461914
2026-06-18 19:21:58,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,0,1,1,1,1,5,none,0.3,0.5,0.5,vague,original,5,0.6318056718918271,0.5639906877753921,0.659217877094972,,,,100,21,10,1,40.28898239135742
2026-06-18 19:22:17,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,7,1,1,1,1,5,none,0.3,0.5,0.5,vague,original,5,0.6135574967093455,0.591844598073302,0.6506666666666667,,,,100,24,10,1,42.90201234817505
2026-06-18 19:22:40,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,42,1,1,1,1,5,none,0.3,0.5,0.5,vague,original,5,0.6413784851023094,0.6180250129168174,0.6557377049180328,,,,100,24,10,1,42.046528577804565
2026-06-18 19:23:28,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,0,1,1,1,1,5,none,0.3,0.5,0.5,paraphrase,original,5,0.6035060428383392,0.5626000605480579,0.6539509536784741,,,,100,18,10,1,34.567195653915405
2026-06-18 19:23:46,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,123,1,1,1,1,5,none,0.3,0.5,0.5,vague,original,5,0.6100873519205456,0.5524902767436026,0.6747720364741642,,,,100,36,10,1,64.01446723937988
2026-06-18 19:24:01,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,7,1,1,1,1,5,none,0.3,0.5,0.5,paraphrase,original,5,0.5868732798851263,0.5811581439065373,0.6506666666666667,,,,100,28,10,1,50.3072829246521
2026-06-18 19:24:20,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,42,1,1,1,1,5,none,0.3,0.5,0.5,paraphrase,original,5,0.646972597822185,0.6272227010503566,0.6601307189542484,,,,100,24,10,1,41.691683769226074
2026-06-18 19:25:22,screw_bag,posrobust5,ViT-B-32,laion2b_s34b_b79k,123,1,1,1,1,5,none,0.3,0.5,0.5,paraphrase,original,5,0.6221131985162139,0.5924848400415101,0.6524064171122994,,,,100,31,10,1,60.79288673400879
