gpu_id,cmd_index,total_cmds,return_code,elapsed_sec,started_at,dry_run,log_path,command
1,19,40,0,132.989,2026-03-18 15:11:38,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_019.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,20,40,0,135.813,2026-03-18 15:13:51,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_020.log,python train_hybrid.py --data_name orange_juice --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model winclip --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,21,40,0,198.383,2026-03-18 15:16:07,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_021.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,22,40,0,200.488,2026-03-18 15:19:25,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_022.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,23,40,0,199.597,2026-03-18 15:22:46,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_023.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,24,40,0,208.381,2026-03-18 15:26:05,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_024.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,25,40,0,304.737,2026-03-18 15:29:33,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_025.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,26,40,0,183.639,2026-03-18 15:34:38,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_026.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,27,40,0,303.837,2026-03-18 15:37:42,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_027.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
1,28,40,0,199.353,2026-03-18 15:42:46,0,logs/multi_gpu_queue/20260318_140155/gpu_1/cmd_028.log,python train_hybrid.py --data_name screw_bag --mask True --text True --double_encoder True --few_shot True --shot 5 --hybrid_model promptad --hybrid_weight 0.3 --hybrid_batch_size 16 --epoch 100 --log True --lr 5e-4 --detection True --preprocess True
